sku,mpid,veeqo_qty,last_sent_qty,update_needed,status,message,last_run_time
VMKFSS3525-6,176824,118,118,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMKFSS3531-6,176830,290,290,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMKFSS4021-6,176806,200,200,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMKFSS4025-6,176802,170,170,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMKFSS4521-6,176817,187,187,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMKFSS4525-6,176825,168,168,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMKFSS5021-6,176818,1000,1000,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMKFSS5025-6,176826,999,999,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMKFSS5521-6,176819,1000,1000,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMKFSS5525-6,176831,194,194,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMKFSS5531-6,176827,202,202,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMKFSS6021-6,176820,1009,1009,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMKFSS6025-6,176828,200,200,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMKFSS6031-6,176832,192,192,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMKFSS7021-6,176821,1000,1000,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMKFSS7025-6,176829,200,200,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMKFSS7031-6,176833,207,207,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMKFSS8021-6,176807,184,184,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMKFSS8025-6,176808,208,208,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMKFSS8031-6,176809,210,210,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMKSX250,176635,0,0,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMKSX250X2,193507,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLB18GP100,183662,13,13,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMLCBKL40G10,180051,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLCBKL40G10X5,193540,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLCBKM40G10,180050,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLCBKM40G10X5,193539,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLCBKS40G10,180053,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLCBKS40G10X5,193538,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLCBKXL40G10,180052,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLCBKXL40G10X5,193541,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLCBL45G10,177274,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLCBL45G10X5,177275,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLCBM45G10,177287,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLCBM45G10X5,177288,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLCBS45G10,177297,140,140,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMLCBS45G10X5,177286,7,7,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMLCBXL45G10,177276,5,5,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMLCBXL45G10X5,177243,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLCPL45G10,177277,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLCPL45G10X5,177293,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLCPM45G10,177289,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLCPM45G10X5,177292,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLCPRL45G10,193542,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLCPRL45G10X5,193547,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLCPRM45G10,193544,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLCPRM45G10X5,193546,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLCPRS45G10,193543,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLCPRS45G10X5,193545,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLCPRXL45G10,193549,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLCPRXL45G10X5,193550,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLCPS45G10,177298,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLCPS45G10X5,177291,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLCPXL45G10,193548,2,2,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLCPXL45G10X5,177294,3,3,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLJBL45G10X5,193554,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLJBL45G10,177270,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLJBM45G10X5,193553,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLJBM45G10,177283,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLJBS45G10,193551,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLJBS45G10X5,193552,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLJBS45G10,193551,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLJBXL45G10X5,193555,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLJBXL45G10,177250,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLJPL45G10X5,193557,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLJPL45G10,177273,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLJPM45G10X5,193556,2,2,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMLJPM45G10,177285,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLJPRL45G10,193562,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLJPRL45G10X5,193566,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLJPRM45G10,193561,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLJPRM45G10X5,193565,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLJPRS45G10,193560,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLJPRS45G10X5,193564,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLJPRXL45G10,193563,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLJPRXL45G10X5,193567,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLJPS45G10X5,193558,6,6,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLJPS45G10,177295,15,15,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLJPXL45G10X5,193559,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMLJPXL45G10,177252,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMMABLRG400,177333,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMMABLRG400X2,180040,,,no,not_found_in_veeqo,SKU not found in Veeqo for warehouse GP-WH,2026-04-09 17:06:40 UTC
VMMAGRFN400,177332,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMMAGRFN400X2,180041,,,no,not_found_in_veeqo,SKU not found in Veeqo for warehouse GP-WH,2026-04-09 17:06:40 UTC
VMMAPPUF400,177306,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMMAPPUF400X2,180042,,,no,not_found_in_veeqo,SKU not found in Veeqo for warehouse GP-WH,2026-04-09 17:06:40 UTC
VMMAWTCY400,183666,195,195,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMMB4DSP,177513,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMMB4DSPX2,180054,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMMBBL1,183602,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMMBBM1,183604,113,113,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMMBBS1,183603,48,48,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMMP7X12X50,176754,6,6,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMMP7X7X50,176753,8,8,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMMSB01,183598,96,96,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMMSKIL3B50,189028,999,999,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMMSKIL3B50,189028,999,999,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMMSKIL3P50,176624,993,993,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMMSKIL3P50X40,180038,86,86,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMMSKSGB50L2,176621,658,658,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMMSP01,183599,23,23,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMMSW01,183600,84,84,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMMSY01,183601,87,87,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMMT42Y1:1X50,183769,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMMT5P1:1X50,183772,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMMT6.5TB1:1X50,183773,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMMT7005PR50,189035,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMMT76BO10:1X50,183774,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMMT76BW1:1X50,183775,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMMTBB1:1RS50,183777,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMMTBW1:1CM50,183778,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMMTBW1:1CR50,183779,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMMTBW1:1EN50,183780,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMMTRPX50,183781,57,57,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMOWX2500,183782,84,84,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMPAHRDP100,176770,,,no,not_found_in_veeqo,SKU not found in Veeqo for warehouse GP-WH,2026-04-09 17:06:40 UTC
VMPASFTB100,176771,806,806,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMPATAPB100,176764,2,2,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMPCH225X4200,177245,0,0,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMPCH225X4200X5,193568,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMPCH225X4200X50,193573,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMPCH275X9200,177257,0,0,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMPCH275X9200X20,193575,2,2,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMPCH275X9200X5,193569,3,3,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMPCH35X10200,177247,84,84,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMPCH35X10200X20,193576,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMPCH35X10200X5,193570,3,3,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMPCH35X525X200,177246,0,0,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMPCH35X525X200X40,193574,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMPCH35X525X200X5,193571,5,5,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMPCH525X10200,177248,37,37,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMPCH525X10200X10,193577,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMPCH525X10200X5,193572,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMPHN27GL100,177259,184,184,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMPHN27GL100X2,180045,,,no,not_found_in_veeqo,SKU not found in Veeqo for warehouse GP-WH,2026-04-09 17:06:40 UTC
VMPHN27GL100X50,177260,,,no,not_found_in_veeqo,SKU not found in Veeqo for warehouse GP-WH,2026-04-09 17:06:40 UTC
VMPHN30GS100,177278,21,21,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMPHN30GS100X2,180043,,,no,not_found_in_veeqo,SKU not found in Veeqo for warehouse GP-WH,2026-04-09 17:06:40 UTC
VMPHN30GS100X50,177261,,,no,not_found_in_veeqo,SKU not found in Veeqo for warehouse GP-WH,2026-04-09 17:06:40 UTC
VMPHN30GXS100,177262,161,161,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMPIOIY100,183686,280,280,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMPPT1KB-B,176618,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMPPT1KB-BK,183583,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMPPT1KB-G,183582,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMPPT1KB-L,176619,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMPPT1KB-P,176620,0,0,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMPPT1KB-W,193591,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMPPT1KB-Y,193592,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMPPTBMX100,189036,292,292,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMPPTBMX100X2,193579,110,110,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMRFSAF10,176767,91,91,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMRFSAF10X2,180046,84,84,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMSC19GBK100,193578,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSC19GBK50,189038,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSC19GY100,183687,15,15,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMSC19GY50,189037,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSC20GY100,183663,141,141,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSC22GB100,183664,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSCWTM10,183786,53,53,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMSDBIB100B7,193580,1427,1427,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMSDBIB100BK7,193586,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSDBIB100G7,193582,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSDBIB100P7,193581,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSDBIB100PR7,193583,0,0,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMSDBIB125B7,193588,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSDBIB125BK7,193605,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSDBIB125G7,193603,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSDBIB125P7,193602,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSDBIB125PR7,193604,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSDBIB500B,176616,,,no,not_found_in_veeqo,SKU not found in Veeqo for warehouse GP-WH,2026-04-09 17:06:40 UTC
VMSDBIB500B7,193607,0,0,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMSDBIB500BK7,183584,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSDBIB500G7,183585,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSDBIB500P,176617,,,no,not_found_in_veeqo,SKU not found in Veeqo for warehouse GP-WH,2026-04-09 17:06:40 UTC
VMSDBIB500P7,193606,0,0,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMSDBIB500PR7,183586,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSDBIB50B7,189039,42,42,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSDBIB50BK7,189045,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSDBIB50G7,189043,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSDBIB50P7,189042,44,44,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSDBIB50PR7,189044,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSDMKB25,189046,60,60,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMSDMKB25B,176628,,,no,not_found_in_veeqo,SKU not found in Veeqo for warehouse GP-WH,2026-04-09 17:06:40 UTC
VMSEMXC100,176773,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSEMXC100X20,180047,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSEMXC100X3,180048,,,no,not_found_in_veeqo,SKU not found in Veeqo for warehouse GP-WH,2026-04-09 17:06:40 UTC
VMSGAFR,176772,,,no,not_found_in_veeqo,SKU not found in Veeqo for warehouse GP-WH,2026-04-09 17:06:40 UTC
VMSGAFR1,189047,217,217,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMSHCA50,189048,286,286,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMSHOPP100A,177308,184,184,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSHWB100,177307,1465,1465,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMSMMSBSTR1212X100,183633,96,96,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMSMMSBSTR1212X100X5,193598,69,69,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMSMMSBSTR1515X100,183634,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSMMSBSTR1515X100X5,193599,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSMMSBSTR2020X100,183635,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSMMSBSTR2020X100X5,193600,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSMMSBSTR2424X100,183636,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSMMSBSTR2424X100X5,193601,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSS212X10X500,177305,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSSAT20,189049,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSSB10X100,176756,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSSB11X100,176757,5,5,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSSB12BX100,183688,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSSB12SCX10,189050,94,94,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSSB12X100,176758,35,35,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMSSB15CX100,183689,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSSB15SCX10,189051,150,150,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSSB15X100,176759,18,18,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSSB20X100,176760,19,19,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSSB21X100,176761,6,6,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSSB22X100,176762,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMSSB23X100,176763,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMTYCV50014,176629,145,145,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMVBMS45CPX50,189053,49,49,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMVBMS45SOX50,189055,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMVBMS6CGX50,189052,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMVBMS6SBX50,189054,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMVHVEMC100,183654,115,115,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMVHVEW100,176755,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMWDBL152014,177503,109,109,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMWDGN151514,177496,125,125,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMWDNTNGDPSR100,189057,528,528,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMWDOG131513,177501,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMWDPK152016,177507,874,874,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMWDWT151514,177495,149,149,yes,success,Updated successfully in Net32,2026-04-09 17:06:40 UTC
VMWDYL151516,177505,311,311,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMWPW01,189056,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMXB00X100,183783,690,690,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMXB01X100,183784,117,117,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMXB02X100,183785,75,75,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
VMXRPS01,189040,0,0,no,unchanged,"Quantity unchanged, skipped",2026-04-09 17:06:40 UTC
